  500   50000
  232     293       5
  229     115      15
  333     182      46
  480     289      42
  309     355      48
  275      51       9
   25     125       7
  371     151      33
   97     392      14
  436     187      13
  342     157      25
  485     465       9
  356     122      42
  128     140      10
  238     108       5
  148     324      47
  188     210      20
  186      93      30
  473     412       7
  421     397      35
  378     289       2
  249     136      49
  425     435      11
  378     200      44
  350     204       2
  306     290      36
  131       1      17
  477     276      12
  351     137      14
   18     262      35
  227     232      21
  337      61      14
   26     403      20
   83     263      24
  306     404      25
  353     204      15
  262     250       9
  323     199       1
  231     292      18
  469     118       8
  290      30      39
   88     114      22
  462     370      43
  369     150      13
  200     173      35
   42     151       5
  350     486       2
  154     227       6
  149     382       3
   52     180      38
  478     202       4
  233     126      36
   96     468      18
  274     148      21
   46      36      34
  156     487      40
  477     428      26
  199     178      15
  449     368      26
  184     306      29
  430     148       8
   90     291      37
  174     447       9
  111      17      20
  235     415       1
  178     314      39
  162      47      28
  442     454      31
  408     473      41
    7     218      31
    1      92       8
  192     239      46
  475     472      49
  385     217      14
   13     163      16
  491     314       9
  449      43       5
   90     371      48
  307     287      31
  250      22      25
  490     338       9
   57      94      18
  382     329       6
  241     210       1
  215     399       4
  247     141      31
  133     301       9
   24     266      23
  148     207      21
  277     453      44
  262     404       1
   90      39      17
  420     366       5
  471     197       6
  378      46      40
  202     189      45
   61     459      47
  102     182       6
  115     266      45
  101      50      37
   50     394       5
   48     242      10
  291     100      16
  382     329      18
   92     156       9
  436     246      41
  160     297      21
  417      93      13
   69     149      40
  288       1      28
   98     182      13
   28     303      32
   85     387      48
  178      82      48
  271     222      14
  129     330      44
  231     488      26
  389     194      31
  444     247      24
  479     500      44
  307     238      22
  170     359      30
  286     331      50
  394     406      42
  300      23      22
   15      35      43
  178     252      17
  206     303       5
  230     331      40
  449      98      50
   55     206      37
  176     116      36
  474     324      41
  221       2      12
  136     171      10
  299     395      46
  185      78      42
   44      45       3
   75     291       6
   93     211      28
  160      40      22
  424       6      48
  313     470      45
   11     459      40
  291     286      25
   42      87      25
  238      70      33
  204     374      24
  141     492      14
  244     388      45
   40     480      41
  414     120      44
  390     468       2
  117      24      38
  294     435      49
  492      44      26
  225     185      46
  283     422      17
   13     399      50
  122     119      42
  213     350      24
  318     139      42
  442      59      28
  357     442      39
  180     239      43
  248     297      23
   26     101      37
   99     123      44
   77     251      16
  157     147      44
  181      44      17
  305     149      32
   23     234      30
  251     316      33
  218     188      35
  214     335      15
   34     125      30
  121     274      47
  313     339       4
   90     380      30
  456      33      35
  497      14      30
  179     155       6
   40     208      49
  218     198      10
  326     345      48
  382      34      24
  211     328      32
  312     166       3
   25     250      46
  418     210      48
  356     426      26
  291     241      13
  350      50      15
  168     401       3
  431     490      27
  261      72      25
  113     124      50
  359     449      15
  301      43      20
   15     144      28
  222     243      27
  327     403      46
  268     381      19
  217     147      27
  224      39      39
   94     133      32
  417     233      18
  312     318      15
  427     413      42
  390     226      48
  143     395       3
   63      42      47
  265      71      18
  316      97      49
  227     491      50
  458     311      25
  276     498      41
  245     286      18
   50      59       3
   94     453      20
   12     188       7
  148     444       9
   99     241      48
  492     481       9
  345     410       1
  372     366       2
  357     467      24
   29     346       8
  376     455      43
  298     185      46
  148      43      40
   70     162      27
  404       6      10
  219     460      15
  396      67       8
  314     384      50
  399     421       8
  163     234      10
  199     252      44
  422     135      26
  148     283      40
   66     481      41
   24     245       9
  451      85      33
   81     407       6
   67     146      21
  301     319       2
  179     424      38
  385      32       4
   66     498       8
  267     114      49
  271     188      27
  348      37      32
   37      22      43
  271      98      48
  375     328      13
  497      18      37
  274     466      47
  371     293       5
  430     266      43
  283     350      38
  382     308      14
   33     159      34
  323     268      21
  211     452      33
  338     336      28
   67     480       9
  293     221       3
   66     186      36
  110     148      10
  155     382      32
  144      48      50
  106     349       3
  115     268      36
  429       7      37
   44     255       3
   95     443      14
   37     191      21
   93     391      19
  340     232       5
  339       6      42
  402     476       3
  455     305      40
  375     299      18
  499     282      29
  281     411       9
  378       5      17
  448     300      10
   35     479      23
  273     444      18
  167     362      16
  110     228      12
  151     442      21
  347      74      41
  189     267      44
   82     159      43
  141     267      34
  378     291      26
  466      80      46
  256     304       8
  330     443       3
  449     456      15
  309     137      23
   34     430       8
  301     442      17
  404     408      12
   17     213      23
  162     478      14
   11     434      37
   25     432       8
  492     380       1
  258     456      21
  133      21      27
  237     174      18
  124     486       6
  481     137      20
   71      64      48
   99     146      44
  334      48      42
  295      83      17
  375      19      18
  248       8      24
   39     302      18
  158     389      40
  494     152       8
  160      74      28
  122     206      46
  190     308      29
  173      57       1
  255     216      38
  241     296      21
  211     133      16
  137     362      47
   21     290       8
  403     191      17
  343     188      14
  207     101      46
  157      22       3
   72      76      44
    5     469       7
  318     133       4
   32     384      24
  269       3      46
  158     261      43
  182      11      21
  493     399      27
  277     234      18
   30     185      34
  280     425      17
  472     364       2
  302     189      27
  203     167      13
   73     260      34
  354     229      39
  197      38      50
  475     333      20
  407     138       4
  440     433      25
  462     472      31
   41     352      26
   90     101      40
  458      44      45
  367     232      34
  454      86      37
  152     130      16
   97     195       2
  241      22      12
  224     142      28
  260      90      41
  272      33      47
   18     491      40
   40     116      38
  180     132      34
  210     172       1
  488     111      32
  442      76       1
  116     164      18
  464     185      23
  252     236      33
   32     100       2
  229     104      20
  166     454       4
  177     167      44
  110      52      49
  361     425      33
  298     268      19
   60     377       7
  367     454       6
  222     391      37
  128     298      27
  149     499      16
  220      77       3
  442     407      37
  323      39      47
  376     164       5
  413     468      30
  430      24      23
   75     465      50
  411      28      27
   73     253       7
  447      81      13
  213     373      29
   59      65      22
  266     441      33
  444     117      28
  476      41      41
  339      95      36
  330     425      14
  127     401      34
  211     419      45
  279     435      30
   47     221      15
  138     478      11
  136     334       9
  380      18       8
  416     398      38
  387     126      30
  443     150      41
  458     233      29
  238     214      12
  335     322      40
  363     302      11
  435     350       2
   55     302      44
  172     110      18
  252     235      23
  382      75      18
  145     439       4
  408     242      48
  233     175      42
   77     363       7
  102     218      24
   16     233      16
  228     487      29
  478     369       1
  119     162      37
  463     388      39
  400     154       3
  457     237      13
  495     499      15
  122     434      31
  329     346      43
  158     258      34
  254     419      25
   12     404      13
  211     128      27
    2     402      15
   27     172      33
  375     197       5
  474     169      12
  153     205      32
  389      57      20
   70     487       1
  274     119      20
  184     174      10
  219     182      20
  266     239      21
  405     308      47
  134     273      21
  266     358       9
   75     157      28
   85      30      20
  124      53      27
  427     271      22
  338      48       6
  323     337      32
  399     375      30
  195     211      41
  271     275      42
   47     459      26
  411     336      18
  340     100      25
   72     202      35
  319     384      21
  168     181      32
   30     453      42
  415     457      48
   51     272      35
  492     398      11
  429     362       3
   30     456       2
   64     394      28
  187     326      31
  223      73      19
  152     211       4
  343     114      19
  311      96      27
   86      89      47
  186     118       7
  184     122      24
  161     146      30
  491      65      17
  401     494      48
  268     262       2
  297     278      47
   93     117       8
  384     119      11
  293      96      42
  428     205      15
  147     464      41
  266     148      17
  230     101      34
    1      73       3
  280     215       5
  344      98      15
   34     147      15
  291      58      25
  138       4      49
  367     186      37
  333     442      45
  400     382      30
  307     340      20
  208     332      29
  143     194      10
   61      60      38
  199     265       9
  125      50      37
  357     266      41
   10     330      19
  305     194       8
  349     154      29
  166     166       4
   67     169      14
   34     493       7
  476     129       7
  480     419       4
  488     337      13
  200     265       7
  128      67      22
  125     407      28
    4     368       5
  149     423      10
  333     225       3
   45     469      19
   67     374      20
  101     343      10
   48     350      16
   73     218      15
  211     457      45
  153     123      31
  352     252      13
  241     428      37
  350     365       8
  390     386      21
  317     270       3
  203      25      15
  131     469      28
  276     407      45
  309     104      37
  232      69       5
  472     332       4
  387      12      11
  465     301      48
  433     288      31
  318     429      46
  463      23       5
  235     359      17
  158     174      17
  320     305      49
  438     368      15
  316      33      25
  224     350      47
  230     496      50
   43     172      32
  196      71      10
  381      68      12
   85     276       4
   21     453      17
  247     234      11
   35     437      35
  426     393      17
  192      30      12
  446     213      50
  184     128      27
  299     209      17
  499     400      38
   25     180      11
  104     326      46
  186     126      48
  219     283       6
  444     317      15
  360     315      36
  391     140      22
  154     113       2
  141     456      20
  369     398      17
  297      78      41
  441     401      15
  400     239      47
  277       4      21
  335     446      43
  480     389       8
  309     392      43
  345     307      33
  485     444      22
  253     457       2
  199     422      39
  400     163       8
  402     239      25
  110     106      40
  292      97       8
  376     133      17
   38      15      14
  395     437      25
  476     410      37
  402     152      39
   91     331      40
  350     477      18
  354     236      40
  263     425      15
  178     393      23
   55     311      41
  259     498      43
  195     358      23
  450     349      23
  407     444       7
  450     257      43
  229     458      28
  261     222      20
  152     371      31
  239      89      10
  236     183      19
   66     437      40
  344     303      11
  218     212       6
   34     319      49
   94     133      37
   79     493      17
    8     365      15
  218     105      10
  452     276      14
  326     418      32
  453     465      14
  185      50      35
  381     468      29
  347     478      11
  490     408      37
  303     399      32
  358     425      16
  146     361      44
  268     179      39
   15     207      29
  269     361      48
  299     112      42
  365     169      20
  494     442       7
  110     341      22
  175     235      16
   73     210      15
  135     438      26
  337      67      46
  283     157      40
  426     477      14
   96     141      43
  311      82       6
  341     180      31
  240     330      15
  106     307      18
  390     376      39
   40     307      39
  422     140      28
  446     143      33
  224     125      41
  319     411      22
  134     447      15
  465     187      13
  252     156      40
   95     300       1
  374     203      26
  251      97       9
  359     427       4
   57     227       1
  451     156       2
  478     101      18
  326     497      36
    2     205       2
  425      43      30
  184     376      29
  459     493      49
   38     373      19
   59      77       6
  276     168       8
  133       1      25
  138     406      23
  147     403       9
   70     134      49
  339     494      28
   54      10      40
  440     161       2
   13     142      12
   28     239      33
  239     159       2
  466     333      26
  315     261      22
   94       2      10
  225     152      36
  114      78       9
   82     101      27
  329       5      12
  196     318      49
  352     321      46
  491     184      25
  349     135      45
  224     169      27
  153     243      42
  162       6      16
   33      90       4
  162     271      48
  113     133      48
   50     274      33
   38     205      43
  467     391      13
  242     150       4
  267      48      42
   25     221      44
   88     200      12
  141      57       4
  140     185      22
    9     132      46
  245     325      39
  140     458      40
  169     226      25
  342     176      25
   87     180      42
  469      52      20
   51     257      37
  179     258      29
  154     241      11
  204     163      40
  480     107       9
    9     326      21
  248     345      30
  279      80      37
  258     463      32
  268     301      34
  264     189      28
  388     347      20
    9     317      29
  383     101      24
  214     166      41
  319     142      16
  312     486      21
  487     313       9
  465      21      41
  324     311       7
  219     417      49
  152     181       6
  275     326       3
  246     364      42
  362     116      12
  177     134       8
  228     325      13
  115      73      44
  261     306      20
  364     441      38
  284     136      24
   71     165       9
   86      24      23
  254     128      12
   91     199       2
  167     136      40
  191     276      45
  144     409      17
   22     337      18
   18      33      16
  132     210      47
  327     471       3
  335     276      47
  166     419       6
  195     475      50
  442     443      50
  161     105       6
  353     481       9
   10     484       9
  199       6      24
  288     237      42
  386     414       8
  198     243       5
  199      37       7
  438     442      45
  491     488      43
  353     102      43
  132     274      10
  129     441      17
  431     329      16
  342     371      22
  241     300      50
  110     424      34
  474     273      41
  412     161      16
  429     344      39
  116      91      34
   15     458      26
  463     197      16
   15     269      17
  141     246       7
   96     458      12
   85      71      11
  337     479       2
  482     464      35
  217      23      13
  307       2       4
  391     435       2
   43     416      21
  338     111      30
   69     439      37
  446      22       2
  464     189       7
    6     128      17
  467     182       7
  192     483      24
  447     356      19
  283     209      37
  394     264      29
  375       4      35
  116     356      35
  432      73      22
  494     258      20
  478      41      17
   54     477      45
   89      83      42
  295     193      47
  166     176       8
  303     383      43
  306     392      36
  215     372      45
  237     191      16
  150      82      28
  238     449      20
  312     345      44
  496     150      24
  323     116      21
   90     353      25
  353     183      29
  266     350      45
  349     192      24
  381     265      18
  173      71      45
   22     346      15
  443     312      21
  318     430      31
  255     250      10
  279      92      33
  228     447       5
   13     108      16
  149     242      13
  402     393      28
   41     180       3
   16     475      46
   14     372      11
  247      73       6
  417     290       6
  472     272      25
  160      28      26
  108       7       7
   46     378      31
  244     228      38
  312      87       8
   91     288      27
  329     457      33
  205     315      21
  249     383      20
   88     498       5
  389       5      46
  384     190      16
  460     132      19
  439     134      25
  300      93      40
  132     298      30
  225      56      11
  486       7       8
  253     220      22
  426     205      48
  167      78      38
  211     223      16
  340     415       6
  166     286      20
   76      64      34
   97       4      24
  491     303      25
   34     333      34
  224     483      31
  492     177      50
   90     157      10
  277     457       1
  202      56       5
  186     454      23
  334     243      38
  253     381      39
  231      35      37
  240     279       6
  298     457      35
  239     209      14
  376      10      40
   18     179      40
  276     298      18
  493     465      31
  446     139      42
   46     221      36
  318     345      17
  466     381      13
  256     487      19
  116     256      42
  213     260       7
  144     376       9
  442     334      12
  487     195      39
   84     313      30
  407     134       5
  321     182       5
  197      98      10
  244     205      46
  133      38      42
  383     218      20
   79     178      10
  338     242      14
   24     238      30
  338     188      17
  336     409      30
  478     359      20
  126     263      43
  216     109       5
  234     275      47
  423       8      43
  167     349      13
   98      13      11
    5     492      33
   56     175      16
  243     282       6
   99     281      44
  143     366      41
  248     217       6
  325      44      16
  392      43      31
   94     387       8
  228     480      13
  123     203      37
  319      60      31
  169     341       5
   24     206      40
  368     500       9
  300     421      44
  167     147      28
   33     124      15
  225     294       4
  190      38      37
   15     491      30
   38     304       5
  471     412       9
  341     393      46
  323     107      42
  183     390      14
  355     165       2
  439      48      32
  352     167      34
  220     392      36
   88     402      30
  216     484      44
   66     331      20
  373     330       7
  435     129      13
  336      94      41
  404      40      24
  185     462      28
   87     200      19
  351     136      48
  199     165      30
  299     305      29
  213      46      22
  221      74      32
  479     388      27
   46      55      38
   16     382      27
   43     280       7
  236     122      16
  167     398      19
  338      24      26
  313     408      47
   98     378      16
  368     303      22
  460     484      21
  315      60      13
    4     216      15
   37     183       4
  365      21       6
  384     198      42
  495      51      41
   39     276      13
  219     483      10
  377     346      34
  326     497      44
  111     289      43
  201     182       7
  297     437      44
  463      49       2
  494     442      10
   42      11      11
  193     167      44
   39      13       4
  490     193       7
   10      17       6
   53      28      47
  150      20      16
   80     248      41
  178     184      14
  226     295      15
  202     242       5
  106     172      22
  310      16      16
  259     169       3
  178      57      44
  485     192      12
  497     213      15
  186     206      17
  140      90      30
  245     235      10
   60     312      41
  169     193      35
  267     162       5
   21     141      27
   11     387      20
   50     452       4
  191     125      28
  396     241       2
  133      12      38
    9     187      45
  332     355      16
  372     144      12
  260      77      18
  325     493      31
   65     175       4
   33     167       1
  472      13      26
  203     459      37
  244     179      50
  481      38      23
  498     404      27
  271      10      33
  148       9       3
   59     136      34
  118     216      33
   74      25      23
  364     361      11
  231     365       4
  252      17      20
  405       4      34
  165     282       3
  496     171      36
  466     125      16
  273     168      20
  403     468       7
  152     220      19
  195     285      29
  118     393      41
  164     454      10
   11      41      19
   37     224      46
  392     463      11
  445     387      42
  196     365      48
  388     142      48
   91     107      12
  168     374       9
  182      41      35
  363     340      19
    9      35      37
  382     140      13
  299     418      23
  329      35      17
  327      85      21
  476     340      31
  330     239       6
  390     491      14
  332      82      30
  405     181      48
  378      78      42
  323     444      29
  376     377      39
  433     134       4
   27     119      31
  137     328      27
  242     362      11
   73     280       2
  415     354      21
  346     324      39
  261     340      17
  362     278      21
  172     344      37
  373     433      13
  461     107      40
  212      22      11
  214     338      41
  381     178      12
  330     482      37
  171     239       2
  343     350       1
  442     117      18
  486      81      18
  112     496      16
   99     409       2
   53     205      41
  333     435      38
   53     420      34
  149     166      30
  387     373       2
  142      33      15
  114     272      22
  412     317      49
  180     133      18
  122     458      26
  194     342      11
  384     166      38
  267     392      14
  287     476      45
  326     291      28
   20      76      23
   59     405      39
  237     237      46
  364     304       3
  451      30      34
  164     135      17
  120     131      35
  261     184      31
  175     485      30
  258     277      24
  165     349      49
  221     229      40
  216     272      31
   69     377      16
   29     102      15
  485      41      32
  389     295      45
  277     391       5
  181     270      15
  219     370      37
  333     242      19
  290      52      40
   46     494      39
   99      90      43
  221     333      39
  365     274      28
  279     365      32
  349     297      42
  464     174       1
  496     298      22
  244      67       5
  372     360       3
  177     127      36
  322      23      46
   99      34      42
  321      18      11
  475     184      31
  435     181      38
  259      62      41
  256     327      19
  246     363       7
  372     175      41
  459     453      31
  129     426      21
  500      82      50
   49     291      25
  154     259      19
  314     450      25
  467     422      17
  487     484      38
    5     177      18
  167     146      25
   11     237      34
  287      67      16
   70     130      41
  423     259      11
  348      23      47
  371     134      20
  431     276       8
  306     490      20
  448      75      50
  113     153      34
  464      50      49
  245      29      28
   65     396      43
  202     178      27
  263     335      11
  240       5      16
  243       2       6
   64      36      36
  285      67      12
  296     188      16
  465     366      23
   51     147      48
  243      84      11
  309     146      24
   66     225      20
  143     278      17
  495     149      26
  464     180      26
  176     443      17
  496     150      47
  274     336      12
  367     242      25
  319      20      27
  300     315      17
  171      20      32
  388     427      41
   62     302      19
   45       9      48
   91     271      38
  316     396      33
   17     135      16
  234      83      14
  402     466      12
  424     381      43
  499     154      31
  500     150       7
  335     264      39
  380     339      12
  471     322      26
  249     104      24
  248       8      50
  133      19      49
    7     301      42
  211      78      21
   91      39      31
  236     345       5
    8     488       8
  441     315      11
  394     443      19
  263     260      17
  114     357       1
  275     498      18
  314      75      44
  286     467      50
  136     205       4
  290      80      44
   39     247      29
  254     321      17
  171     312      45
  322     115       8
   92     355      32
  263     441      33
   49      62      19
  155       6      30
  286     500      12
  431      40       7
   51      59      49
  288     486      20
  181     414      29
   62     235      40
  459     174      50
  407      23      15
  283     106      32
   57     315      42
  111     268      22
  188      52      14
  444     114      50
  484     451      33
   50     237      23
   82     455      26
  258     397       2
  367     405      12
  474     404      27
  139       7       5
  176     467      20
  147     197      12
  442     284       9
   98     222      21
  387     266      38
  336     357      12
  316     392      12
  408     160      29
  436     345      19
  487     151      33
  348     192      49
  481     285      38
  387     194      48
  339      84      25
  445     416      33
  403     154      26
  315     118      49
  272      82      15
   44     180       9
  339     288      10
  403     353      47
  155     275      47
  455     493      42
  387      56      28
  285     276       9
  108     223      43
   19      57      19
  127      32       7
  394     123      15
  463      15      49
  382     330      15
   69      59      46
   48     342      41
   67     226      36
  266     322      23
  153     428      15
  186     191      45
  467     305      25
  493     288      26
  370     123      36
  155     133      10
   80     451      11
  218     304       1
  493     358      26
  302      74      31
  102     472       3
  210     299       8
   86     238      18
  228     215      33
  416     154      50
   50     248      23
  144     123      18
  296     499      12
  477     132       7
   12     382      43
  128     437      24
  402     223       5
  132     467       3
  275     110       3
  497     403       7
  426     104      15
  183     117      38
  361      37       1
  222      42      34
  352     238       6
  231     232      49
  335     365      12
  343     482      27
  478      47      50
  177     304       3
  113     258      23
  155      72      37
  337     469      24
  466     251      29
  310     417      41
  228     122      36
  324     391      48
   91     207      44
   66     150      36
  169     133      41
  116     117      42
  105     167      33
   93      49      39
  251     479      10
   18     131      48
   24     180      28
  115     450      12
  135     277       1
   41     410      23
  419      32      35
   97      27      20
  378     392       1
   65     268      33
  167     100      48
   18     256      33
  490     378      36
  262     281      41
   28     350      17
  437     153       3
  101     363      40
  391     305      39
  307     310      33
  266     278      42
  293      21       4
  484     343       8
  185     426      13
  234     185      24
   25      92      28
  298     126      31
  379     359       9
  179     107      38
  282      80      13
  431     186       4
  110     182      29
  157     231      41
  418      68      27
  133     411      43
  140     192       3
   38     210      42
  463     113      28
   46     130      17
  485      87       5
  401     218      20
   85     382      22
  155      83      50
  354     111      40
  144      83      47
  355     282      16
   48     210      44
  277     368      48
  486      93      26
    5     115       9
  376     186      44
  296     235      20
  402     423      40
  169     278       2
  391     149       4
  491     477       5
  482      32      42
  417     463      26
  200     355      35
  134     428      22
  263     296       1
   20     438      40
  378     222      26
   98      30       6
  110      18       9
   98     412       5
  256     122      49
  446     251      22
  147     375      18
    3     154      30
  256     241      15
   70     198       9
  186      92      39
  369     116      47
  108     379      38
  485     418      19
  298     496      15
  204      64      10
  127     327       7
  246      60      22
   17     167      21
  235     451      32
  413     204      34
  473     127      11
  212      48      33
  152     151      20
  153      32       6
  427     187      21
  143     312      43
   15     314      42
  269     246      16
  197     391       1
  294      16      46
  185     164      41
   10     229       1
  203      15      44
   66     441       9
  424     314      12
  465      36      22
  252     190      35
   33     102      38
  494     458       1
  417      54      22
   99     156       1
  377     469      23
  179     488       4
   23     350      49
  241     246      28
  197     321      25
  431     234      36
  212     216      23
  273     372      50
  433     409      17
  498     167      35
  453     307      29
  345     418      34
  105      25      37
  412      66       6
  215     164      47
  100     453       6
  192     345      25
  372     171       5
  246     301      32
  147     192      26
  106     459       5
  342     356      10
  481     221      26
  474     398      36
  251     115      42
  168     325      41
  378     247      42
  328      44       2
   36     101      10
   62      74      19
  277      29       9
  292     333      24
   69     240       2
  231     388      36
  382     110      24
   72     354      26
  177     107      22
  138     157      39
  470     228      24
  300     152      38
   40     387      29
  449     385      14
  437     404      36
   17     410      36
  209     390      41
  100     477       1
  468      71      32
   82     171      21
  379     106      42
  467     242      10
  457     316       9
  468     407      45
  152     434       4
  121     125       5
  153     233      45
  483     349      43
  418     403      30
  400     419      17
  450     229      27
    3     195      42
  366     116      42
   68     298      46
  199     484      18
  189     278      25
   43     116      17
  177     210      14
  468     142      14
  409     176      16
   94     247      15
  453     283       2
   48     392      18
  245     472      21
  352     341      37
   89      48      12
  239      61      10
  394     438      21
   33     333      31
  307     267      11
  406      30      20
  461     409      48
  319     238      39
  496     497      50
    4     436      38
  215     434      31
  191     270       2
  147      40      38
   46      39      31
   32     426       2
  443      79       3
  161     171      34
  201     243      42
   12     450      32
  376     336      22
  359     182      45
  277     345      11
  495     400       9
  390     358      38
  324      80      15
  382     213      36
   17     133      50
  401     237       6
  243     329      19
  257     379       5
   56     458      27
  240      92      46
  146     415      39
   66     455      17
  295     416      39
  330     320       3
  474     132      22
  356     398      13
  459      92      24
  278     122      41
  493      89      29
  360      12       1
  124     305      41
  445     226      24
  208     235      32
  285     384      50
   44     426      21
  322     267      40
  169      14      45
  393     407      36
  356     351      38
  359     429      15
   45      15      24
  324     408      32
   43     136      29
  279      84      36
   98     308      26
  449     214      36
  105     424      31
   74     482      38
  111     341      20
  486     369      20
  342     133      46
  347     206      19
  261      86      14
   54     448      24
  480     403      26
  405     291      37
  486       6      33
  330     323      14
  449      13      19
  300      32      38
  254     303      16
  345     431      37
  401     155      20
  446      50      33
   23     338       4
  192     237       2
  309     248      19
  485     210      21
  264     427       4
  149     498      35
  213     169      28
  209     178      13
  368     241       8
   57      76      45
  403     415       7
  220     245      24
  277      64      28
  134     159       3
  438     217      18
  296      37      32
  119      89      43
  125     248      27
  380      80       9
  459     398      16
  458     177      21
  443     406      17
  491     371      41
  213     178      45
   16     323      16
  217     465      36
  316     488      41
   42     246      50
  438     364      34
  374     323       6
  427     253      29
   61     238      11
  252     369      29
  464      72       6
  137      64      28
   27      56       8
   52     432      47
  343     154      35
    6      79      21
  274      72      49
   21     294      50
  400     247      49
  245     205      15
  284      52      49
  362     432       4
  101     484      46
  146     474      37
  457     236      35
  112     221       1
  413     369      20
  246     409      11
   46     418      10
  494     341      37
  469     158      38
  283      47      19
   32     380      22
  154     144       7
  434      49      14
   22     243      12
  302     411      50
  388     490      39
  196     271       2
  206     175      38
  326     300      20
  125     415       1
  191     129      27
  144     167      10
  339     308      27
  274     173      20
   34     112      27
  189     414      36
  116      27       9
  485     100      29
  153     248      19
   90     462      41
  472     290      15
   72      37      34
  115     420       4
  265     167      20
  373     107      35
  193      36      11
   76      92      14
  259     264       8
  265       2      25
  317     356      38
  267     387      22
  355     443      15
  304      91      38
  338     456      50
  165     123      48
  436     432      42
  440     134      41
  470     142      38
  393     230      16
  200     213       2
  499     241      33
  341     388      39
  163     186      29
  447     294      43
  424     337      19
  128     488      46
   48     422      33
  492      92       8
  447      29      15
  255      82      29
   39     158      42
  254     345      50
  193     144      36
  427     115       9
  107     439      23
  244      34       9
    2      67      15
  301     313       5
  344     320      31
   47     169       2
  405     455      12
  378     389      21
  188     159      31
  100     482      26
  383     483      30
  277     413      21
  378     469      24
  129     340      27
  339     481      46
   38     100      32
  337     174      39
  172     153       8
  145      68      11
   88     500      18
  441     198      12
   28     201      18
  112     196      35
  154      98      41
  377      65      14
  251     147       4
  487      12      19
  202      27      50
  101     262      32
  333     370      13
  180     235       3
  192     232      12
  134     167      49
  283      40      11
  450     152      17
   63     292      34
  396     349      15
  466     324       5
  369     480      37
  197     226       7
  227       3      34
  255     410      18
  213      74      25
  404     436      24
  264     166      10
  222     232      20
  402     271      39
   43      10      12
   33     393      46
  128     245       2
  300     297      12
  331      91      42
  287     279      40
  195     167       3
   65     306      44
  123     349      18
  217     269      19
  191     124      30
  138     200      40
  162      39      50
  384     437       5
  137     336      14
   20     231      17
  150     244       4
  252     231      35
  254     119      21
  175     379      27
  298     241      25
   79     140       2
  147     285      50
  413     128      30
  284     364      42
  184      70      28
  159     364      48
  113     153      21
  152     399      20
  173      79      18
  289     211      46
  480     142      42
  482     441      19
  368     394      19
  327     139      49
   42     165      16
    7     422       4
   87     143      17
  336     173      17
  356      73      28
  406     122      41
  419     120      42
  458     461       5
  159     102      31
  244     309      10
  396      97      33
  200     349      13
  443     386      11
   83      12      41
  242      91      26
  290     470      38
  186     108       7
  264     273      10
  272      62      50
  311     290      11
  207     114      43
  495     201      19
  316     389      13
  379     273       1
  238     266      11
  344     109      10
  481     253      36
  423     437      14
  429      47       9
  409      20      38
  203     181      18
  365     213      47
  473     255      48
  392     238       3
   17     126      13
  371      73      37
  286     352      43
   88      46      16
  376     487      43
  132     137      15
  453     455      39
  267     206      22
  327     479      18
  174      68      35
  394      60      10
   41     225      11
   98      98       2
   23     121      16
   42     105       7
  171     463      30
  125     462      41
   90     317      43
  308     258      27
  486      42      21
  320     156       6
  236     187      23
   71      17      13
   29     288      40
  101     290      47
  474     493      18
  291     323      15
  207     321      12
  175     456       2
  360     157       3
  407      85      44
  300     175      36
  483       8      41
  320     296       3
  120     421       6
   75     137      23
  186      74      45
  144     479      34
  195     185      24
   26     244      49
  499     445      29
  119     393      17
  158     439      28
  372     486      50
   99     244      11
  220     399      38
  199     363       6
  409     366      50
  199      10       3
  230     163      19
  172     196      31
  418     111      12
  417       2      44
  455      80      43
  387     461      11
  372      45      23
  485     427      27
  265     203       5
  294     457      28
  167     339      35
  483     161       8
  127     435      29
   13     369      29
  234     296      42
  264      93      46
  182     457      15
  366     165      50
   24     203       1
  173     114      13
  199     350      34
  414      23      46
  385      79      12
   51     303      42
  479     357      39
  448     214      24
  200     449      43
  472      49      19
  377     324      26
  192     446      38
  462     149      28
  286     367      34
  197     171      29
  147     429      46
  347      17      19
  473     288      23
  468     331      21
   10     444      16
  265     394       5
  329     180      19
    4     490      14
  475     365      30
  201     220      50
  395       1       2
  302     164      11
  474     306      10
  376     126       2
  202      19      42
  448     296       2
   82     432      33
   79     143      21
  344     254      36
  360     462      10
  493     243      39
  150     485      25
  206     250      25
  393      74       8
  202     204      24
   47     228      48
  161     488       7
  413     200      39
  455     187       3
  298      53      24
   91     220      30
  192     429       9
  234     489       2
  425     387      35
  492     376      37
  249     173      49
   88      13      16
  275     100      45
   40     124      18
  322     316      32
  412      25      39
  248     272       2
  284     162      14
  174     378       7
  338     161      32
  153     184      46
  172     461      16
  234     493       9
  408      48      10
   65     168      35
   66     464      31
   77     465      15
  132      11      16
  485     293      35
  466     131      36
  448     359      33
  412     128      45
  195     136       9
  266     168      47
   45     131      28
   76     463      40
  371     243      45
  139      19      15
  148      65      27
  349     301      46
  489     261      18
  414     150      28
  363     118      32
   21     169      19
  346     420      27
  382     364       1
  270     481      43
  278     269      31
  148     224      50
  296     411      12
   43     391      23
  458     475      37
  405     381      12
  440     307      34
   39      22      33
   55      67      24
  158      65      34
  105       8      47
  216     205      32
  144      74      12
  272      59      31
  206     353      21
  104      97      29
  333     447      20
   66     320       6
  481      40      27
   80     358      44
  284     356      42
   40      18      21
  339     231      39
