 2000   20000
 1649    1946     229
 1454    1617     248
 1016    1121     189
  126     934     479
  372    1594     288
   60     401     442
  306     324     303
 1376    1674     227
  528     604      94
 1721    1946      84
  166    1923     422
 1319    1297      96
 1024    1625      71
  600     333     452
   19     573     326
  930     344      21
  455    1203     245
  798    1973     375
 1825     588     226
 1613    1476     379
  991    1316     452
 1626     606     236
 1750    1498     340
   68    1084     307
 1211    1284     436
 1987     800     296
  892     467      22
   95     109     478
 1329     558     102
  555     963     390
 1851    1873     482
  547     513     158
 1841     422     417
 1532    1776     233
  787    1826     333
  983     257     489
 1873     787     293
 1109     196     237
 1244     571     354
  163    1442     332
    7    1800     314
  490    1923     264
  361    1559     122
  995    1857     159
 1091     213     228
 1502     752      99
 1099      89     489
  716     734     407
 1093    1985     438
  107    1139     115
  592      88     260
 1828    1795      86
 1969     822     166
  503     507     298
  292     577     275
 1849      21     362
  985     136      14
  717    1242     202
  283     788     314
 1483     801     221
  337     355     436
 1508    1098     312
  199    1625      27
  249    1193     495
  636    1467      59
 1159    1671     252
  497    1269     239
 1296     744     452
 1418    1068     135
 1450      33     303
  299     271     105
  695     584     491
 1754     274     234
  502    1257     229
 1597    1325      65
 1649    1029     270
  958    1612      61
  471    1559     478
  764    1281     133
 1363     908     424
  736     850     337
 1825    1231     252
 1068     486      84
 1170     774      53
 1995    1644     360
 1707     929     143
  675    1786     245
  638    1412     211
  257     268     311
  800     163     101
  241    1263      63
  349    1666     282
 1688     698     224
 1459    1762     331
 1129    1633     497
  562     172     281
  113    1725     491
   57     660     352
  532    1481     154
 1976     280     129
 1391    1647     411
  449      11     265
 1665    1255     163
 1468    1843     481
 1922     791      16
 1063     213     202
 1189      89     222
 1052     402      70
 1734    1926      56
  339    1256     486
  442     513      95
 1815    1632     333
 1597     193     260
 1665     152     278
  933    1660     290
 1505      11     213
  583    1595      99
  920     318      34
 1640    1447     399
  773    1791     425
 1225    1266     487
  611     717     439
  452    1657     383
 1090      68      26
 1005     616      11
 1140     151     450
 1962    1855      20
  520     683     376
 1468     908     306
  455     236     132
  400     937     230
  404    1955     494
 1031     746     394
  163    1413     405
  958    1959     434
 1228    1925     192
 1138     312      58
    7    1971     293
  821     286     207
  999    1057     162
  959    1103     353
  220    1295     284
  633    1981     349
  324     199     278
  328    1040      24
   14    1000      83
 1850     301     117
 1387    1331     457
  548    1608     197
 1783    1875      88
  372    1484     449
 1888     866      87
  967    1683     280
 1367     706     259
  290    1190     290
  569    1429     232
   75     562     194
   56     868     454
  306    1683     291
 1155    1311     127
  223     826     274
  542    1296     428
 1412    1948     434
  907     466     275
 1653     551     118
  724    1856     352
  301     657      51
 1868    1483     120
  407     179     434
 1821    1705     209
    4     992     488
 1706     866     164
   34    1456      76
 1753     996     489
  623    1733     154
  191     328     321
 1240     899     178
 1074     482     153
 1299     132     240
 1676    1994     238
 1346    1393     439
  911    1956     307
 1519     338     300
  243    1315     382
  161    1875     140
 1449    1898     234
  600      96      43
   72     599     221
 1395     649      57
   70    1205     459
 1745     233     180
 1757     224     164
  618     929     417
 1436    1508     151
   23    1662     233
 1613     589     481
  946     975      19
 1100      80     296
 1387    1703      71
  672    1611     311
  642    1793     109
 1873    1815     190
 1084    1042     191
 1890    1412     417
  628    1320     178
  598    1136     195
 1627     960     327
 1283     295      11
  495    1812     416
 1191     228     261
 1636     825     312
  410     811     239
  279     556     121
 1814    1653     329
  663     121      29
   63      22     440
 1803    1067     273
  494     904       4
 1182    1213     341
 1981     326     364
  515    1998     255
  254    1970     454
  419     751     230
  352     437     113
 1102    1958      67
 1823     702     466
 1521     752     371
 1142    1741      93
  681     417     378
 1970    1820     140
  794     261      72
  929     355     251
  635    1933     244
  130     978     136
  537    1872      16
  367    1941     249
 1928    1972     394
 1646    1606      78
 1910      82      58
 1308    1201     206
  143     908     119
 1179    1594     344
 1356     193     256
  775     923      71
 1530    1153     357
 1755    1531     331
 1921    1390      49
  208     335     330
 1347     279     321
  212     404       3
  403    1629     294
 1272    1576     242
  642    1438     217
 1556    1326      47
  902    1287      19
  231     337       2
  216     392      98
 1137     917     416
 1614    1279     386
 1052    1900     456
 1011      74      98
 1947     829     392
  303      40     248
  563    1926     325
 1312    1911     309
 1525    1951     397
 1751    1489     422
  565     559     418
  422     412     347
  163    1889      48
 1622    1729     320
 1963       7     309
  387     279     175
 1526     836     263
  631     426     276
 1293    1296     236
  659    1593     433
  176    1307      85
  442     620      18
 1436     901       3
 1014     629     234
  168     502     493
 1103    1693      87
   14     981     208
  203     869      38
  440     273     113
  853    1574      60
 1130    1841      31
  225    1792     412
 1306     698     389
  974     726     259
  253    1875     358
  212     927     376
  581    1739     182
  122     916     350
 1174      49     165
 1298    1115     396
 1017      32     146
 1694     133     180
   11    1142      33
  127     760     284
  100     610     382
 1006    1176     486
   16    1526     498
 1547    1640     212
 1627     311       8
 1658     421     379
  931     557     166
 1966    1931     197
 1912     312     449
 1601    1813       2
  835    1865      85
 1548    1619     495
 1453     994     473
  894    1853     366
  965     571     318
  720     240      11
  740     110     417
 1927    1170     243
 1327     975     349
  906    1428     244
 1630     400     305
 1465     186      86
 1748    1885     291
 1245    1729      39
   62    1557     214
 1809      96     201
 1057     518     492
 1591    1111       3
 1504    1133     290
  958    1275     442
  747     652     424
 1027     958     221
 1795    1821     113
 1105    1443     470
   32    1183     163
 1696    1391      64
 1093     287      88
  302    1188     269
 1297      38     137
 1570      26     245
  317    1087      30
 1266     302      24
  546    1989      21
  643     984      23
  959     567     182
 1108     830     156
  817     722     220
  169    1308     201
  383    1073     291
  106     791     482
  569    1515     413
 1087    1831     268
  828    1858     226
  761     562     372
 1196     810     291
  288     534     151
  984    1810     235
  990     996     226
   91    1650     482
  769    1663     190
  496     906      16
  942      24     346
  838     726     388
  782     482     261
 1206     956     453
  161    1870     469
 1759    1585     155
  542    1148     139
   15    1407     257
  584     730     452
 1098     298     355
 1079    1740     362
  500     966       1
 1876    1159       7
  876    1323     196
  396     324     142
  110    1168      35
 1027     572      67
  479      95     215
  405     527     244
  428     334     187
  393    1252     102
  985     569     465
 1318    1843     317
 1016     400      97
 1436     550     323
 1537    1045     322
 1226    1969     397
  552     132     176
  260    1188     389
  625    1706     360
  130     189     120
 1656    1922     208
 1235    1434     266
 1703    1062     223
 1861     352     235
 1604     386     115
  810    1825     420
 1239    1794     337
  897    1543     447
   26     917     115
 1288     693     284
  574     499     112
 1919     461     415
  839       4     305
 1319     772     316
 1478    1399     321
  359     595     471
  519       5     283
  805    1857     401
  613     495     400
  477    1378     448
 1917     257     364
 1238     966     441
 1226    1851      42
 1673    1460     352
 1891    1494     280
 1605    1919     414
 1041    1907     329
  376     337     310
 1658     267     385
  708    1264     406
 1657    1371     428
 1009     370     180
  264    1944     429
  806     397     271
  562     923     293
 1090    1977     223
  744     812     437
  134    1386     397
  274     811     438
  168     617     419
  339    1903     265
 1298    1939     153
  375     796     422
 1514    1568      53
  712    1910     434
 1449     543     284
 1198    1022     422
 1146    1297     375
  962    1330     471
  328    1128     195
  502     174     435
  383     520     487
 1337    1700     212
 1181      25     222
 1564     342     129
 1112    1660     301
  152    1262     409
  633    1718       3
 1322     702     477
  820      92     121
  395      97      73
 1666    1836     379
  764     846     222
  183     899     387
  923    1812     297
 1030    1109     324
  758    1051     321
  695      19     122
 1168     230     299
 1148    1434      40
  640     883     324
   34    1231     373
  188    1971     310
 1496      51     488
  223    1313     204
 1129    1900     373
 1498     106     272
 1346    1510     494
  468    1829      76
 1499     300     449
 1904     823     330
  293     908     213
   43     701     284
 1325     605     395
 1300     727     189
 1040    1396     225
 1532     212     464
 1637     469     172
  619     110     165
  589    1351      69
  280     966     445
 1290    1088     369
  149     443     485
   55    1989      40
 1205    1434      69
 1712    1073     197
 1242    1352     119
  118    1186     191
    5     474     301
  455    1205     148
 1739    1277      46
 1056    1452     125
 1636     353     157
  906     848     300
  198    1051      95
  952     983     393
 1030    1728     304
  876     669      74
 1869    1118     475
 1785      42     116
 1994     912      34
  128     986     268
  213    1404     426
  855    1224     141
 1901    1146     256
   84    1666     420
  534    1627      59
 1175     774     316
  153    1824     308
 1421     396     439
 1100    1948     152
 1712     802     370
  430     694     183
 1772    1491      74
  855    1043     111
   61    1791     264
 1992    1736     280
 1219     211     230
 1750    1996     297
  571     704      27
 1813    1880     226
 1870    1615     169
 1951     440     304
  841     732     337
 1333     903     278
 1039     508     139
  894    1970     450
  280    1724     333
   89     450      21
 1629    1690     256
 1476     840     480
   92     733      49
  873     907     102
  781    1398     443
 1581    1651     466
  850     953     165
  149    1713     324
 1946    1267      23
  104    1183     257
 1157    1053       8
  190     968      95
  549    1127     436
 1795     228      87
  203     536     265
 1080     368     151
 1105    1508      75
  388    1726     247
 1798     361     132
 1295    1319       3
  120    1541     495
 1782    1331     426
 1746    1464     320
  111      27     332
  919     712     405
  246    1141     212
 1117     237     190
  741    1902     302
 1085     225     363
 1299     419     163
 1755    1653      63
 1930     819      61
 1441     650     114
  294     905     149
 1686    1681      95
 1007    1184     200
  310     508     130
  753     870     235
  853     558     307
 1341    1577     149
  844    1400     492
  692    1923     124
 1771      68     476
 1820     702     131
 1875     322     115
  400    1933      74
  714      10      54
   97    1259     274
 1238    1502     398
  887    1119     126
  728    1879     192
  569     725     221
 1930    1835     161
  779    1587     494
 1167    1434     291
 1082    1029     322
  165     836     374
  762    1946     399
   14    1982     158
 1063    1724     388
 1171    1759     497
 1416    1395     136
 1973    1071      70
 1674    1592     154
 1426     863     178
  949      60     446
   62    1658     170
  558     966      35
 1020    1942      36
 1187    1018     338
  600    1760     107
  845    1900     168
 1425     318     368
  666     410     448
 1465    1748      47
  591      98      37
 1275     245     207
  874    1098     386
 1708    1636     359
 1844    1555     217
   75     537      55
 1921    1359      83
 1882     557     192
   20    1745      68
 1106    1633     125
 1156     877      41
 1497    1454     146
 1323     789      80
 1928     986     357
  497     261     314
 1209     652     295
  160     152     158
 1055     514     126
  648     480     474
  582    1742      14
 1456     853     202
 1713     834      33
  663    1995     125
 1423     833     217
 1091    1791      24
 1712    1790      51
 1671     190     265
 1338    1189     309
  282    1157     198
 1924     179     215
 1992     713     207
  378     751     250
 1190     538     250
 1817    1144       6
  205     520     139
 1452    1394     403
 1851     402     356
 1871     834     393
 1515    1213     272
  898    1079     223
 1512    1827     394
  551    1803     128
 1629     323     228
  511      10     126
 1557     433     483
 1747    1092     281
   26    1166      90
 1871      76     295
  651    1520      85
 1022      60     243
 1077    1052     271
   58    1242     479
  450     880     491
  102    1423     302
   47    1337      18
  761     800     119
 1208    1938     138
 1408    1451       1
 1942    1270     267
  891     285     136
 1421     307     259
 1405     818     406
  687     476      44
  919     665      73
 1467    1081     403
 1657     486     318
  230    1953      28
  941     288     273
 1968     485     326
  854      95     365
 1410    1258     250
 1116    1914     356
  937    1610     332
  567    1161     204
 1460     721     146
  178    1697     335
 1515    1696     163
 1516    1016     391
   95    1985     171
 1989    1721     268
  774    1740      12
 1150    1179     307
  934     838     292
  439      62     160
 1719     348      27
 1432     552     413
  822    1821      97
  808     447     122
 1596    1160     457
  903     417      38
  129    1413     276
  852    1480     231
 1086     768     466
 1745    1642      30
 1807      85     474
  745    1095     354
  878     919     337
 1751     802     126
 1046    1736     480
 1442    1932     400
 1494     726      85
 1111     362     477
  160    1984     343
  394    1019     105
 1858    1991     424
  363     367     235
  731    1680     330
 1229     735     133
 1433    1606     436
 1772    1130     238
  963    1152     468
 1099     707      46
 1342    1371     137
  845      79     281
 1387      15     265
 1778    1390      94
 1990    1294     126
  442    1849      44
 1072    1298     147
  852    1966     227
 1129    1194      97
  763    1437     259
  344     934     411
 1309    1093      63
  198    1151     305
 1106    1016     413
 1193     656      32
 1435     757     443
  787      95     410
 1305     938     109
 1496    1834      83
 1454     177     481
  121    1459     146
  966     273      50
 1718     696     141
  679    1923     154
  256    1395      58
    3    1152     243
 1706     471     410
 1262     626     238
 1342      44       1
 1962    1187     255
 1370      74     283
 1683    1515     302
 1113    1518     478
 1582    1526     254
  829    1218     425
  153    1237      94
 1877     747      74
  651     894      42
  667    1645     371
 1741     769     407
  524    1713     375
  521    1927     268
 1226    1077     145
 1158     444      85
  153    1800     120
  323    1676     363
 1910     299     474
  471     804     207
  278    1977     491
  874     132     374
  274     983     333
 1073     291     390
 1931     963     239
  287    1004     263
   82     168     246
 1794     467     199
  137    1014      26
 1663     175     338
  110    1921     283
  869    1431     458
 1139    1673     299
 1011     450     386
  464    1620     150
  755    1635     269
  524     185     137
  636     835     326
  742     738     123
  864     586     443
  993     709     346
 1641      22     234
  493    1833     292
 1828     353     106
  776      97      82
   83    1097      33
 1174    1815     184
 1502     739     474
 1275    1165     366
 1085     950     499
 1261     147     222
  339    1725     225
 1428    1802     274
 1611    1311     341
  812    1495      73
  804     983     122
  493      17     385
 1245    1665     454
 1947    1183     195
  846     433     274
  368    1197     269
  862    1778     433
  711     272     238
  464    1469      86
  732    1431     422
 1201      58      25
  769     295     348
 1945    1331     258
  632    1527     194
   80     742     467
 1837    1687      47
  934     426     366
  758    1824     162
 1620     931      59
  400    1975     163
 1435    1828     392
  129    1725      55
  411     424     113
 1781     650     384
 1373      99     464
 1602     544     140
 1259     685     174
 1507    1835     400
  843    1162     339
 1792    1179     318
   95    1510     365
 1177    1633       3
 1341    1104     331
  156     881     421
  504     832     317
  882      69     145
 1805    1741     477
  237     669      82
  235    1874      65
  565    1695     124
  669     356     119
 1342    1268     254
  667    1357      84
 1766     270      65
  735     709     490
  381    1287      97
 1709     102      40
  662      28      29
 1739      68      69
  268     410     105
 1665    1635     360
 1454     872     251
  876    1281      17
 1934    1272      31
 1123     313      41
  378    1491     388
 1079     554     427
  810    1374     138
 1310    1433     404
 1891    1193     260
   80     493      26
 1208    1708     325
 1864    1282      35
 1441     430     479
 1218     508     451
  214     512      35
   91     271     216
  157    1011     450
  906     540     170
 1662      13      73
   22    1543     397
   16    1166     318
 1520      82     270
 1323      64     200
 1971     270      45
 1177     840     375
  287     539     245
  888     914     314
 1408     520     301
  510    1087      91
  435     676     109
 1822     978     273
 1396     562     152
  651     497     343
  128    1135     373
  214     474     471
  999    1975     136
  761    1208     137
  296    1803     265
  738     315       3
   76    1745     272
 1946     420     189
 1161      38     486
 1338      58     380
  777    1959     404
 1494     262     375
  741     610     285
    1     829     447
 1523    1688       1
 1936     377     142
 1599     534      95
 1168    1141     386
  127     514     305
 1619     534     465
  580     171     123
  214    1541     102
 1824    1482      63
 1407    1666     327
  546    1468       7
 1657    1018     491
   67     447     461
 1827    1935     178
 1903      20     336
 1942    1236     248
  874    1760     437
 1047     771     428
  189     529     210
  730     102      52
  220    1354     290
  471     961     427
  710    1902     413
 1967     916     236
  688    1184     492
 1755    1409     142
 1925    1048     278
   74    1007      76
 1771    1364     347
  154    1863     149
  625    1510     486
 1382    1798      23
  811     460     313
 1372      97      17
  673      78     331
 1328    1494     494
  395    1312     229
 1440    1099     500
 1425    1600     278
  816    1476     185
 1515    1614     201
  911    1854     349
  580     311     401
 1520    1423     110
  187    1528     297
  838     621     394
  286     556     184
  993      93     108
  718    1234       3
 1045     296     247
 1102      27     131
 1524     727     255
 1290     666     211
 1268     102     177
  701     535     443
   96    1535     430
  333     853     341
 1883     341     255
 1230    1517      76
  345     213     276
 1686    1678     160
  602    1832     184
   30     367     382
  676    1084     257
 1954    1246      42
 1588     130      79
 1586     299     146
 1044     603     283
  850     618     179
   90     192      32
  310     205     201
  146    1206     488
 1790    1845     249
 1635    1123     374
  480    1777     265
  457     152     296
 1769     584      89
 1555    1495      36
 1341     535     154
  957     908     183
 1368     999     476
 1841    1380     364
  129    1077     432
 1038      53     110
  950    1778     242
 1348     241     472
  283     370     285
 1310    1770     157
  598     639     116
 1604     181     401
 1282    1363      79
  989    1583      26
  180     158     252
  803    1874     131
  402     346      20
 1836    1798     129
   40     894     316
  957    1424      35
 1429     335     234
  767    1309     216
  938     639     155
  368    1300     475
  478    1725     301
 1358     644     330
 1888    1825     211
 1685    1894     241
 1474     605     265
  698     327      57
 1732    1299       4
  207     305      97
  428     340      81
 1028    1758     159
 1816    1036     448
  849    1701     301
 1246    1767     267
 1408     956     497
  864     307     385
 1801    1529     414
 1457     896     233
  606    1327     398
 1283    1426     128
  703     904     293
 1870     259     395
  504     949      32
 1187     277      82
  271     313     198
 1723     376     478
 1548    1375     198
  805    1186     314
 1686    1014      51
  443     884      41
  302     463     168
 1225    1679     305
 1404    1773     495
 1088      94     144
 1864     964      71
  445    1585     141
 1325      21     202
  187    1674     167
  981     774     468
  799    1005     362
 1992     639     158
  272     787     178
 1469     642     308
 1790    1921     377
   96     516      70
 1791    1217     277
  218     928      86
  797    1619      33
 1886      58     291
  217     588      77
  863     678     432
 1558     990      21
 1816    1624     289
  491    1911     267
 1641     978     263
 1705       4     422
 1522    1854     292
 1635    1955     423
 1519    1187     480
 1554    1776     377
  677     961     322
  123     785      74
 1188    1219     107
  160     110      62
  348    1251     284
 1325     456     205
  813     547     267
 1912    1532     151
  460     124     373
 1338     310     491
 1494     541     272
 1283    1899     237
 1162     758     291
 1278     701      16
 1321    1818     351
  427    1356     171
  752     938     447
  801     849     167
  271     996     367
 1279    1365     494
 1546     667     142
 1082     815     122
 1006    1417     366
 1547    1596     351
 1609     145     381
  325    1234     370
 1543     480     348
  794    1295      54
  757    1912     426
  983    1917     260
  133     477     248
  359     149      45
 1677     566     370
 1180     785     151
  208    1100     141
 1678    1561     305
  989    1284      82
  429    1960     410
 1017    1193     106
  810     602     309
  436     618     261
  606    1147      56
  875     348     458
 1633     974     100
 1136     518     250
  423    1253     420
  336    1329     440
 1355     248     162
  254     564     375
 1313     155     275
 1664    1649      35
 1943    1501     328
 1519    1445      41
 1380    1246     318
 1715     796     229
  482     296     484
  812     611      64
  636     949      89
  173    1730     134
  845     556     178
 1433    1903     141
   34    1972     157
 1036     594     320
 1273    1802      18
  715    1233     444
 1888     201      39
 1657     924      83
  118    1508     249
 1180    1967      60
   56    1698     272
   31     848     343
 1093     730     193
 1957    1621     471
  211     438     155
 1396     784     468
  726    1028     143
  398    1292     308
   34    1194     365
   46     739     314
 1086    1978     431
  172    1079     116
   73    1564     141
 1667     474     275
 1983    1663     400
   58     357     372
 1556    1620     325
 1235     495     289
 1411    1159      77
 1768    1069     119
  612     880     422
 1313    1204     275
 1412     876      38
  563      92     297
  521     954     270
 1221    1511     423
 1851      20     371
  685    1418      45
  632     964      49
 1514     990     183
 1391     243     465
 1427     691     481
  352    1192     296
  931    1349     250
  677    1724     451
  898     953      42
 1266    1767     171
 1094    1798     392
  321     126     146
  286     726      27
  193    1197      22
 1769      63      46
  114    1094     318
  736     599     382
  578     545     100
  977     875     291
 1370    1339      87
  530    1859     460
 1297     204     461
  877    1513     394
 1476      60     265
 1059     833     189
 1040     183     439
 1254     206     152
 1620     776     114
 1460     301     330
  255    1059     171
 1473     965     260
  535     613     310
 1542    1571     444
  423     824     226
 1892    1797     445
 1555    1576     267
 1771    1233     415
   37    1648     255
  862    1265     105
 1681     111     318
 1795     109     142
 1074     709     175
 1551    1554     251
  951      20     138
 1821    1700     474
 1143    1429     189
  303     617     308
 1397     545     249
 1551      98      21
 1861    1495     136
 1997       7     255
  472     879     445
  469     706     254
   12    1449      48
 1893    1469     147
  811     725      96
  968    1695     171
 1939    1633      21
 1192     825     456
  457    1691     106
  954    1210     158
 1700     783     126
  417     809     322
  154    1947      13
  688    1957     443
  512     860      22
    8     841      78
 1396     814     123
  696    1794      55
 1042    1600     416
  182    1635      55
 1272     862     339
  253    1682      47
   48     747     389
 1295    1920     367
 1271    1800     190
  139     265     259
 1130       2     304
  203     484     281
  818    1081      94
 1592      39     145
  391    1400     234
 1321     436      48
  102     378     275
 1693     857      36
  263    1005      83
  448     593     477
 1189      85      87
  589     103      63
 1404     917     155
 1469    1355     166
  969    1179     487
 1265    1859     157
  438     485      96
 1080    1483     217
 1387     863     376
 1777     750     409
  671     772     217
  944    1637     102
  185     763     292
  548    1174      92
   66    1246     294
  947    1828     377
 1976    1545      85
  199    1045      61
 1045    1303      43
 1672    1574     346
  162    1715     406
 1008    1362     256
  246     193     304
  797    1557     406
  711    1352     107
 1445    1778     245
  638    1039     323
 1616    1814     246
  368     977      73
 1770     188     283
 1683     230      89
 1441     866     252
 1916     389      44
 1206     846     337
  458    1846     377
  978    1758     370
 1502     554     294
  151    1879     398
 1023    1849     192
  968    1398     448
 1683     471      98
  338    1576     355
 1677    1574     424
 1568    1401     107
  203     907     169
  974     568     177
 1687     138     205
  734    1281     286
 1182    1385     252
 1495     392     124
  735    1743     370
 1894    1616     172
   35      25     132
 1920     826     337
  874    1841     250
  126     692     420
 1984     924     411
  832    1753     433
  131     588     140
  707    1067     148
 1881     134     232
   30     328     321
 1666     954     119
 1250     417     249
  970    1784     440
  386    1359     296
 1908    1328     258
 1676    1072      57
 1353     453       2
  302    1968     425
   52    1967     260
 2000     646     133
 1692    1736     220
  668    1324     344
  601     376     354
  243    1934      28
  175     663     356
 1941    1391     274
 1777     930     354
  557     689     168
  936     189     126
  465    1249     395
 1015     220     135
  599    1669     229
 1209     517     237
 1295    1460     416
  730    1155     483
  145    1002     444
 1260     677     331
  455    1107      73
 1045    1603     352
  745    1586     112
  818     418     259
 1917    1597      28
  246      32     143
  981     172       5
  742     346     338
 1148      20     350
  193     637     144
  713     863     319
  467    1360      14
 1003      84     362
  549      34     212
  544     884     245
  140    1204     187
 1751    1084      51
  301     245     232
  421    1443     376
 1429     265     344
  257     307      37
 1484     558      21
 1363    1925     136
  726     637     261
  828    1757     444
   65    1342     494
  459    1950      31
  177    1508     235
  775    1241      42
 1477     907     115
  459     193     187
 1766     948     151
  327    1890     449
  604    1417     356
 1262    1896     266
   40    1191       5
 1569     281     483
 1079     273     404
 1455     479     216
 1595     928     278
 1826    1334     341
  365     395     202
 1287    1221     364
  282     308     386
  375    1714      93
  322     459     483
   11    1097      40
 1085    1162     295
  889    1690     220
  432     782     350
  116    1970     414
 1982     622      28
 1417     618     236
 1838    1542      77
 1812    1218       5
 1801    1427     476
  594    1919     346
 1494    1226      26
  681     291     311
  975     757     500
  543     104     236
  625     204     447
 1787    1198     359
   92    1404     186
  773    1582     172
  401    1839     444
 1221     127      36
  522    1896     126
  270    1698     389
  614     443      39
 1899    1897     412
 1952    1927      83
  805    1487     141
 1672     312     163
 1683     804     179
    4    1864       4
  124    1269     376
 1278    1613     262
 1377     333     434
  157    1657     396
  322    1429     287
  442    1397     377
 1736    1934     218
  395      77       2
  364     463     282
  319    1801     272
 1264     478      28
  177    1612     410
 1446    1397     280
  453     863     157
 1406    1785     262
 1684     791     434
  984     816     394
  871    1236     393
 1282     597      35
 1155    1660     189
  766     960     119
 1435     966       5
   73     332     471
 1020     254     118
 1124    1236     399
 1572    1750     228
 1882    1725      60
 1847    1208      60
 1188     933     395
 1779    1665      70
  666     721     312
 1999     937     213
 1575      64     106
  185     530     362
   70    1932     493
 1378     533     356
  963      16     121
 1982     614     302
  349     912     279
 1569     419     138
  868     172     323
 1983    1384     318
 1108      82     466
  553    1690     141
 1300     738     101
  255    1694     145
 1216     411     377
  994     297     360
  935    1048     444
 1389    1132     211
 1314     537      91
  239     148      47
  184     926     130
 1504    1925     413
  601    1089     139
 1839     259     466
 1554    1595     456
  776    1081      21
   21      42     389
 1084     173     181
  132    1117     174
 1252     331      77
  496     618      25
 1420     875     375
 1319    1900     229
  175    1086     120
 1361    1577     415
  909    1627     267
  957     120      36
 1629    1521     168
  209    1295     321
 1942    1642     240
  474    1039     354
  152     845     407
 1652     471     424
 1180     468     199
  600    1606     136
 1576     560     152
 1997    1790     388
 1773     760     238
 1500    1157     382
  752    1850     415
  455    1379     379
  463    1958      73
  451    1883     341
 1795    1989      65
  215     391      76
 1791     654     198
 1258    1509     177
  879    1107     260
 1725     232      85
 1719     118     377
 1203    1705     185
 1743    1349     405
 1940    1803     187
 1926     309     496
 1028    1930     186
 1933    1376     375
  438     978     393
 1280    1003     382
  578    1358     300
 1202     424     155
  336     559     198
  993     989     136
  467     585     485
  414    1422     293
  609    1039     356
  206     222     162
  221    1185     254
 1010    1919     260
  481    1929     343
  710    1508     101
  541    1800     252
   57     467     360
  649     967     282
 1242    1254     364
  953     127     464
  303     560     463
  793     212     276
 1039     428     167
 1765     360      39
  173    1279     308
 1115    1642      37
 1987     396     402
  880     688     231
   95    1760     192
  113     286      80
 1556     782     288
   33     632     446
 1535    1011     366
   50    1294       3
  261     804     194
 1508    1837     337
  221    1787     380
  692     999     483
  550    1129      17
 1288    1343     142
  647    1981     287
 1333     253     299
  148     827     433
  610     589      93
 1089    1082     155
  272    1932     136
  469     604      48
 1611     129     320
 1451    1828     280
 1045     617     498
  987     613      98
  444     794     345
  240     540     403
 1225    1712     107
 1582     503     320
  208    1084     170
  352    1556     230
 1574     327     119
  135    1398     194
 1017    1184     228
  289      61     331
 1031     677     416
 1104     219     177
  152     255     165
  397    1134     359
 1756    1424     454
  294    1873      61
 1193      44     321
 1593    1420     442
 1933    1371     451
   73    1685     280
  845     194     443
 1807     479     449
  116    1040     112
 1097    1838      98
 1497    1679     363
 1152    1760     314
  794    1839     149
 1091    1519     180
  553     965     243
 1965     348     460
 1360     385      70
 1101    1976     449
 1496    1559     295
 1511    1909     483
 1680    1451     295
 1538    1427     254
  338    1205     373
 1241    1272     187
 1627      52     398
  252    1392     183
  639     984      25
  584    1137     317
 1283    1254     130
 2000     336     319
  993      15     268
 1828      36     447
 1021    1021     306
 1678    1784     198
 1229    1734     441
 1882    1193     334
 1840    1379     153
 1967    1747     486
 1004     859     404
 1677    1809     391
 1298     542     158
   77    1204     242
 1310    1610     405
 1690    1528     461
   14      94      47
 1555     254      85
  545    1862     343
 1743     189     394
  180    1593     134
  886     926     186
   76     566     182
 1933     845     332
  650    1739     250
  423      58     127
 1815    1948     333
  652     934     289
 1280    1468     456
 1230    1189     434
 1497    1536     198
  676    1439     149
 1231    1183     153
 1653    1019     260
 1822    1823     460
 1656    1469     170
  708     460     254
 1259    1146      85
 1798    1206     108
 1349    1146     217
  352    1526     367
 1908      70     477
  298    1132     466
 1609     156     205
  473     574     482
 1994    1893     238
 1831    1561     435
  531     807     179
  248    1440      19
 1233     771      34
  626    1780     244
 1002    1610     305
 1777    1630     352
  196    1827      41
   45     311     285
  394     814     376
 1853    1758     407
 1150    1562     348
 1070     612     371
  661      41     286
 1662    1293     384
 1068    1145     180
 1708    1452     225
  792     124     236
 1125     746     413
 1825     805     119
 1503    1888     115
  413    1355     161
 1134     990     311
  249    1396     216
  441    1081      76
  575    1140     365
 1034     826     470
 1272    1616     284
 1930       9       5
  852    1356     145
 1231     420     116
  291    1417      77
 1225     616     155
 1376    1881     293
 1844     355     483
   29      30     487
  775     960     489
 1907     404     362
 1249     562     248
 1473     819     329
  418    1704     416
  786    1766     371
   12    1148     242
  836    1380     267
 1573    1885     348
 1039     645     405
 1809     561     297
 1080    1984     432
   62     313      65
 1371     167     265
 1989      49      98
 1906     421     323
  782     421     344
  204     655     361
 1715    1316     423
  160     473     274
  851    1995     106
  479       6       5
 1813    1606     289
 1428    1852      20
  229    1400     144
 1198    1986     310
 1514      58     206
  655     513     228
 1894     901     201
 1850     779     316
 1477     847     289
 1543    1772     117
   96     990     419
  451    1273     377
  869    1035     409
  668     776     107
  820     910      42
  248     970       6
 1796     921     107
  531     297     144
  182     417      66
  669    1177      24
   50     469     136
  577    1482     287
  917    1491      67
 1367    1753     462
 1715     695     160
  737     338     232
  533     279      58
  696     290     407
 1326     866     165
 1584    1599      14
 1231     390     450
 1278    1946     434
  611    1029      52
 1499     785     127
 1614     343     438
  660    1704     266
 1509    1904     140
  452     693     446
  625     684     262
 1459     181     174
  267     394     342
 1233    1036     111
 1944    1760     161
  865     708     220
