10000   100000
 8993    7099      43
  637    5140       5
 6429    8204      14
 3267    5308      33
 8683    5283       4
 9129    1964      32
 8333     876      25
 5391    6383      21
 8739    3981      50
 3161      47      44
  259    9141      39
 1751    4295      33
 6306    6710      20
 7965    3945      48
 3248    4248      16
 5211    6781      48
 2439    2005      26
 5173    1277      10
 9154    1977      50
 5552    5620      38
 4693    1108      50
 5339    1940      11
 8401    9761      11
 2345    4010      16
 6592    1525      33
 9724    4075      30
 1728    9400      42
 3005    5762      30
 1333    1161       5
 6952    1651      10
 4411    1652      11
 2702    1912       5
 2463     274      46
 6472    4942      46
 4349    7574      40
 8423    3453      33
 4174    7246       6
 9935    3478      35
 7448    4882      41
 9098    1791      23
 7101     603      26
 9013     460      38
 9286    5655      40
 4227    5602       2
 1800    1541      25
 1604    6775      25
 8850    1732      47
 8679    4768      23
 3560     809       7
 1702    4533       4
 8656    1561       3
 9115    2998       4
 4769    7137      18
  370      90       3
 8262    5867      32
 1388    5991      31
 3119     890      37
 7887    9962      38
 5047    8968      16
 5931    1774      27
 3843      28      30
 6841    9031      35
  329    9750      50
 6771    3403      20
 2637    7634      42
 4979      16       3
 5868     354      43
 5829    5893      11
 1149    3758      49
 2922    7886      47
 9301    3715      30
 4684    8200      22
 4433    8151      14
 7835    2870      45
 1820     663      15
 8188     366       3
 4893    4160      31
  786    4720       1
 4543    5871      31
 2429    8419      29
 2495    6898       2
 7046    5572       3
 5196    7437      36
 4418    5983      18
 5080    1299       5
 1797    9251      24
 5956    8534      13
 7028      36       6
 2898    7366      41
 7668    5845      35
  918    3596      15
 2841    7000      10
  277    8735       5
 2612    1255       1
 3910    1609      20
 9513     134      49
 4398    6847      46
 4433    8452       3
 1798    7194      30
 3994     478      29
 3942    2543      47
  941    7102      16
 6028    5058       6
 7282    8210      34
 5242    5779      45
 5375    4780       7
 8573    9225      19
 3376    2329      18
  569    6109      50
 7399    9137      49
 9941    6185      45
 3394    4150      36
 4803    1307      28
 3013    8741       7
 5143    5137      40
 9922    1795      31
 5498    1613       8
 7827    8532      30
 3935    9883       8
 9423    3032      26
 5608    2878      26
 6109     313      16
 7416    1392      11
 2508    8499      14
 3996    5590      26
 5791    7923      18
 3755    5630      42
 2287    8261      39
 2169    4268      15
 1552    7196      49
 4429    3873      24
 1093    4139      31
 2485     501      41
 7335    5314       8
 9276    9491      17
 7198    8811      13
 2827    8052       5
 7440    2790       9
 8059    5355      47
 1606    8205      18
 5479     478      19
 5969    4710      50
 6469    1403      42
 1783    5510      28
 7625    8477      14
 6435    1791      40
  838     895      37
 3628     105      16
 5334    1602       5
 9890    7971      15
 6720    9539      21
 1429    8240       1
 2831    1682      19
 4693     311      37
 9521    6275      21
 1311    7866      46
 8557    6654      32
 8661    8269      20
 6614    3675      49
 4584    3492      32
  475    8562      21
 8714    5462      40
 6747    4682      21
 7058     370       3
 9684    7841      45
 3901    9288      15
  554    7169      27
 8823    2240      33
 8849     938      46
 2340    1321      11
 7253    1594      45
 9066    2233      21
 3747    7005      34
 4117     960      31
 8309    3254      40
 7596    1421      23
 1116    7249      25
 9708    1634      28
  645    4679       2
 1966    7041       1
 3559    7635      42
 2143    5055      47
 5500    7541      12
 6459    6773      11
 6064    3062      29
 3836    5386      39
 1085    1610      34
 9070    4739       1
 3748    6691       8
  788    3843       5
 4775    3334      20
 6181    6430      30
   73    4944      24
 6845    3556      23
 6258    6284      31
 1643    3672      45
 9604    5007      32
 4343    3809      16
 1033    2319      35
 4875    1473      34
 4560    8944      24
 7342    9973      50
 2285    9496      32
 2192     871       5
 8475    2351      49
 8498    6247       7
 9856    3979       1
 3664    9146       5
 5982    3383      49
 3806    7718      31
 2749    9193       7
 9073    5442      18
 4921     576       9
 5791    9430      45
 4493    1480      36
  740    9788      12
 1070    9739      11
 6567    5645      16
 6301    5893      32
 4019    3525      15
 9563    2383      21
 1357    5800      21
 1932    6559      44
 7713    2305      14
 9192     243       6
 8980    6654      48
 5070    4267      39
  714    1734      10
 2958    2865      27
 6482    2682      29
 5216    6304      49
 1015    2674      12
 3925    4469      18
 2582    1184       1
 2824    3689      13
 5829    7039       4
   95    1127      35
 1829    2637       4
 1045    7065      17
 3726    7793      24
 6381    8892       7
 5407    5905      24
 9875    4274      39
 7411    4574      15
 7451    8938      46
 4489    6141      21
 5616    5028      50
 4604    2631      44
 1668     948      24
 5812    8573      21
 1055    9032      46
 6959    1057      29
 1232    7745      35
 2157    1062      11
 1094    6959      21
 3587    2032      22
 8614    6581      12
 7596    7576      27
 8543    6752      30
 3468    6972      49
 8851    7269      11
 9907    3947      15
 4004    2383      26
 1417     694       7
 4727    2766      16
 6758    2289      11
 3338    6301      49
 7266    2279      12
 4017    6509       8
  988    5109       2
 8256    3169      21
 8555    8636      23
  937    1061      32
 7982    1069      37
  748    3234       3
 9388    9197      29
 5688    8745      39
 4319    3259      26
 7179    5368      43
 2287    2371       9
 5456    2842      48
  443    4866       6
 1503    6797      10
 2571    5435      46
 2157    9137      30
 1353    3918      27
   97    5456      16
 9707    6683       6
 5074    5176      24
 7445    4036       2
 6638    3884      38
 1503    4691      45
 4652    7700      37
 6438    7997      41
 5575    6276      12
 5844    1654      20
 1299    6420      22
 4333    3225      20
 9508    4348      29
 9896    9001       2
  131    9588      46
 4821    8335      35
 2520    7523      40
 6868    8214      43
 3144    7827      30
 1149    9596       4
 3920    9069      49
 7144    4990      49
 7843     618      32
 6843    1320      41
 2783    5817      36
 1117    6952      18
 8639    2293      38
 3204    2285       9
 1030    8714      27
  625    7070      22
 6045    1268      20
 1035    3117      40
 1652    9298      35
 9323    1338      30
 5140    9626      22
 8443    8043       6
  735    7633      24
 3019    9741      15
 8084    8717      18
 5153    7188      48
 6421    3160      24
 9537    3051      19
 5186    6437       3
 2875    7666       4
 8852    2090      29
 6895    9295      20
 4527     321      12
  619    9985      48
 9336    2852      18
 2875    6749       1
 2386    7623       6
 1788    4541      26
 8225    8845      14
 2242    4800      49
 4331      78      23
 9978    6847      25
  298    8410      21
 6634    7059      49
 9485    5078      17
 2586    4829       4
 6560    6084      29
 1100     111      16
 6296    3674       4
 1095    2422      28
 1173     396      19
 4371    7222       2
 2781    7294      31
 6191    1892      28
 1269    3461      11
 2449    4364      47
 8532    4494      32
 4994    7010      41
 8667    7665      42
 7440    6544      37
 4187    7664      32
 1409    3115       6
 8702    4895      26
 6946    3324       8
  406    8386       1
 1121    2933      19
 1967    6416      17
 8976     107      50
 2992    7600      43
 9535    5037      11
 7198    9920      50
  313    2327      36
 1559    9104      46
 4883    8662      50
 9620     762      45
 2552     482       2
 8968    6298      24
 5426    6997      40
 3025    9041      17
 8061    9751       8
 4332    4252      42
 6658    2939      40
 5762    3035       4
  775    4536      12
 7888    2982      46
 8369    1833      16
 1018    8156      17
 4366    2798      36
 3406    6414      11
 9508    3022      36
  111    9163      48
 3049    2502      32
 2435    8857      41
 6970     419       2
 9951    3214      28
 8135    5629      17
 2643    6948      37
 5440    3585       4
 1853    9296      21
 4874    4383      28
  389    3882      35
 9242    4065      45
 8099     906      46
 8517    9859      30
 8082    9587       2
   63    9905       2
 3362    8592      39
 6946    8295      31
 2593    5068      22
 3327    5245      24
 3561    1282      50
 7625    7428      38
 8530    6623      31
 4741    4605      29
 4327    9556      47
 4231     809      29
 9174     197      43
 3821    8579       4
 8888    2400       1
 4132    8074      44
 1765    1325      22
 9193    4964      32
 2167    7844       9
 6771    8823      38
 2678    4669      30
 3487    4949       8
   35    1643      39
 8614    5346      14
 7365    2347      34
 5438    8292      21
 3114    7563       5
 8077     395      19
 5921    7203      13
 1095    8892      30
 2115    5322       2
 3416    8781      30
 5058    6471      18
 6756    3335       4
 5454    4018      17
 3745    9941      32
 1307    9995      21
 8053    1813      37
 1607    5528      13
 6851    5057      35
 8524    7708      31
 7304    9389      46
 3775    4556      13
 7109    6110      20
 7478    2628      25
 7418    6511      30
 7412    2184      24
 5577     970      33
 1104    4184      37
 2512    9671      44
  219    6251      46
 9608    1298      19
  515    9760      24
 2976    9632      48
 5604    6258       8
 2114    8338      36
  649    4161       3
 1618    3995      15
 2154    1882      43
 1824    7727      46
 4426     422       7
 5724    7992      27
 1835    2865      36
 1466    7865       1
 4076    9972      28
 2413    9557      31
 2925    2912      47
 3272    3678      45
 5153      20      15
 9231    3817      18
 6004     125      43
 3995    3003      18
 3211    5489      41
 1075    4841      28
 7399    7168      45
 3307    1451      20
 6218    7847      34
 9895    1243       9
 6266    2609      32
 6434    6128      36
 6558    1470      16
 5913    1238      19
 1401    3080      15
 2593    6757      25
 9760    8252       2
 1210    3821      50
 5408    8155       6
 3003    1765      26
 5611    8646      22
 1739    7031      40
 9560     998      23
  797    4616      33
  229    8580      45
 6985    2106      47
 1588    6707      39
 5409    5058      48
 9915     364      10
 8031    4591      19
 3028    8712      23
 6410    5451      36
 3759    4976      26
 8374    1058      35
 3305    3052      34
 1762    2798      12
 8469    1488      46
 3526    9937      36
  241    5948      46
 1183    7367      10
 6247    4491      42
 8049    7226      21
 3024    8051      30
  433    4788      38
 3484    2321      13
 2633      82      19
  472    1179      30
  409    3864      50
 6356    8309      28
   74    9020      20
 4565    4113       3
 1790    2233      49
 6193    3114      47
  980    7753      23
 9652    7117       5
 9733    9785      41
 7263     567      25
 7479    9816      47
 2139    5295       5
 7511    1015      10
 1623    7917      36
  208    7417      50
 3321    4965      41
 7426    5537      33
 4542    6542      14
 4327    7382      15
 1245    7206      49
 1060    7502      14
 6355    4558      42
 3721    7970      32
 7989    1455      42
 5405    9504      17
  369    2046      24
 2258    4429      46
 8799    4142      21
 2532    9859      15
 9737    5307      43
 3591    4370      37
 4500    7263      48
 2469    2295       4
  275    1188      24
 6130    1704      12
 8176    8779      18
 2604    5527      37
 3097    9699      44
 9307    8413      44
 4614    4157      25
 5335    4793      13
 2598    2841       3
 1244    3594       5
 2431    4420      23
  487    6881      48
 5617    1099      29
 1143    2037       4
 7194    5232       7
 1958    3577       6
 6115    8101      12
  907    8713      27
   99    9268      12
   45    4322      11
 4464    8196       4
 7696    2345      34
 5146    2624      22
 7182    1077      39
 8765    8486      33
 2341    5343      26
 6793    1506      36
 5506    2283      50
 1125    4746       6
 1798    9806       7
 9993    6109       1
 8690    1194      14
 1313    6766       9
 8741    4306       5
 7226    2988      38
 8920    5216       5
  426    9401      47
 2708    9700      40
 7453    7257      47
 3610    4913      21
 9718    8965      18
 7263    7480      12
 4028    7339       1
 8333    8695      15
 7673    3584       6
 2888    7238      33
 8640    9585       3
 8339    5076      28
 1947    6072      35
 3212    8192      39
 2176    8461      48
 9656    5074      17
 3346    4025      29
 8392     639       9
 1975    5994      43
 5565    4927      15
 1501    9131       4
 2928    7408      43
 8999    4744      33
 3542    5884      30
 8354    4281      41
 3427    5099      18
 7451    3179      25
 4442    5287      22
  435    2080      13
 1713    6544      40
  843    6600       6
 4602    8942       8
 9345    5975      35
 5228    4954      33
 5860    3496      24
 7310     565      27
  489    3642       3
 5775      63       6
 7854    4876      47
  750    4367      33
 3701    9422      48
 2642    2329      42
 8616    8163      44
 9921    9347      40
 9768    7720      18
 6685     798      29
  326    7302      39
  388    7609      27
 1615    6005       3
 2333    7540       9
 8106     787       8
  434    1228      10
 4948    2623       1
 4294    3363      19
 8365    5682      41
 5514     212       9
 9168    5700      45
 6776    8028      20
 9133    6131       9
 6672    8439      26
 7458    7848       8
 5037     957      14
 7660    6707      49
 7374    3777      49
 3055     768      42
 9618    3878       9
 5318    3672      22
 9697    3791      41
 5827    7001      17
 4265    1826      49
 8464    5336      20
 9420    6951      29
 2479    8999      17
 2607    8699      26
 3374    2693       1
 7251    5051       7
  922    9274      25
 1064    2665      44
 8065    9183      40
 9890    4833      17
 5225    7154      33
 8527    6932      49
 3878    8098      20
 2576    3276      50
 5268    2178       7
 6670    4135      30
 2296    5709      33
 1312    8952       4
  494    8243      20
 5326    7009      34
 8831    2744      23
 5762    6942      50
  211    6911      26
 9838    5711       5
 2016    7117      31
 2502    8248      50
 4562    6630      20
 3513    2286      17
 1755    9005      28
 5116    3788      23
 4211    4812      50
 1152    7413      30
 8062    8541      43
  124    3545       3
 3592    7477      43
 1840    6677      10
 4821    8898      11
 3458    9766      22
 8814    5593      36
 8953    4617      42
  117    8966       9
 7529    2145      19
 2421    3789      20
 2318    5643      34
 9794    7335       9
 2822    3746       1
 8071    6306      42
 7836    9779      14
 3428    3116      22
 8044    4560      37
 3361    1118      40
 1857    8239       6
 5645    6510      36
 1288    9195       7
 8622    2004      24
 2368    4756      19
 5025    9347      41
 1156    1462      11
  623    7035      49
 5182    1422      26
 2652    4761      22
  890    4568      34
 7399    8255      41
 6594    8011      35
 4949    6436      22
 9704    1007      44
 5402    2047      13
 6863    7509      39
  250     807      46
 1671    3885      19
 2783    1358      50
 7350    2191       3
 1956    4881      42
 9967    3216      43
 2754    2837      38
 3760    7432      36
 2158     746      41
 9667    9085      44
 6825    4930       8
 7061    1398       7
 8418    9400      27
 6961      52       9
 8193    7946      10
 1408    3238      16
  597    7827      34
 4380    1012      39
 5126    6604      49
  562    7597       6
 5491    1804      24
 3241    6261       1
 8992    8739      11
 5395    7648      31
 3340    6609      43
 2929    7526      35
  755    4761      43
 8118    4750      41
 1073    8498      20
 8669     755      45
 6825    9031       6
 3085    4131      49
 1823    2643      41
 5822    5925      34
 8783    6167      28
 6308    4602      20
 1069     796      48
 5818    3938       5
  667    5107      24
 1421    7754      47
  451     961      15
  933    6011      39
 9928    4301      25
 5852    4286      50
 8371    3314      21
 2972    2033       3
  119      32      13
  408    5138      31
 5514    8362      50
 9619    9010      16
 6932    1974      38
 2942    8115      41
 3595    3691      23
 7880    1090       2
 1193     663       4
 9577    9017      24
 9609    3679      47
 1098    5761      17
 9459      12      24
 8468    4929      39
 6794    1267       8
 1260     759      39
 4950    1183      30
 2392    1535      26
 3054    7738       6
 8422    8663      50
 2101    2559      27
 4213    2925      37
 4225    3698      34
 9153    2688      45
 6771    4945      12
 7529     485       7
 8712    8967      16
  246    1042      18
 4335    7349      11
 2997    4849      16
 5555    1925      37
 4831    1313      37
 4880    5446       2
 7567    5390      26
 8864     154      28
 9348    1710      49
 8314     878      27
 5708    1347      40
 3056    4207      35
 7904    2824      21
 6180    3510      17
 7492    2649      23
 9290    6000       3
 1031    3575      34
 1184    6654       3
 9246    6504      16
 6475    7531      13
 7821    9972      29
 8379    6307      38
 1202    3327      43
 1063    9696      49
 3711    1618      30
 6062    4723      24
 5988    2706      13
 2642    4608      45
 9145    1725      29
 3027    8190      26
 2999    2968      50
 5657    6157      22
 5335    6049      50
 1382    6549       3
 3000    3229      15
 4074    3752      28
 6779    9916      39
 7739    7110      27
 9463    1840      20
 7652    2167      16
 6971    2616      43
 3127    7237      43
 5528    6588       1
 8428    7140      37
 1656    5107      19
 1759    6784      20
 8026     874      43
 1488     952      23
 9679    3671      13
 1846    1887      26
 4461    9481      29
 8050    6425       2
 4637    5377      30
 8129    9663       9
 3235    5331      37
 6370    6702      42
 3595    5794       3
 4547    8017      30
 4569    4329      17
 2807    6456      46
 2287    2587      41
 5063    2040       3
  439    4619       2
  102    9078      41
 1784    8316      19
 8486    9209       5
  631    1861      24
 4999    5243      18
 5680    3759      14
 8487    8306      35
 1073    8346      41
 9464    5551      28
  435    4452      42
 5864    4342      31
 4179    2360      34
 3387    9964      19
 1600     289       4
 6842    4209      37
  600    6322      35
 5258    5708      14
 9955    1549       1
 5505    6028      25
 9957    5569      39
  650    5549      23
 3010    8334      38
 9325    2903      16
 5966    2308       4
  174    2344       3
 2847    7379      44
 8555    8092      46
  103    3644       5
 6130     269       9
 1698    2709      14
 3599    5583      20
 1932    4320      19
 1186    7235      30
 3494    6240       7
 5837     493      22
 9567    7938      45
 4011    2335      41
 7654    1989      45
 4274    1598      49
 6982    6711      28
 2564    8132      28
 6883     202      26
  469    5282       9
 6709    6038      45
 3553    9111      40
 1490    2357      26
  177    2097      45
 2165    6744       5
  114    1492      10
 3176    8722      34
 1307    7649      15
 1509    6526      31
 3142    7334      15
 5531    5680      34
 4641    7519      44
 6997    1547      46
 5445    5141      37
 8540    9097      15
 6384     706      32
 5105    2941      45
 9105    2158      23
 5630    3938      31
 2963    8952      39
 4995     787      32
 2513    9330      12
  411    7777       4
 5551    4066      50
  999    6882      47
 8057    1863      36
  997    3310      19
 3154    7932      25
 3443     212      29
 8747     353       8
 9533    3634      23
 5215    8798      17
 9343    8601      31
 3408    1753      42
  290     349      44
 8504    3836      43
 1813    3707      49
 6096    8681      47
 2660    2760       3
 3012    2467      45
 2997    1489      41
 8146    1857      26
 6747    4738      40
 4851    8029      32
 1551    3222      42
 5386    5766      33
 9092      14      36
 7773    7963       1
 6884    9065      46
 9350    3609       5
 7191    3252      18
 5399    2427      17
  136    3168      12
 4516    6899      10
 4090    6742      10
 9855    6874      12
 6221    1862      48
 4183    5014      41
 3247    7909      15
 3207    9816      48
 6458    1085      50
 5236    5351      42
 8403    7763      40
 5302    9624      28
 8395    6336      43
 1621    4597      32
 3482    4596      39
 4847      39       9
 2755    3253      41
 8922    9703      39
    7    1854      45
 1709    1195       5
 5823    2286      40
 5447    9865      43
 1782    5608      46
 2730    1791      40
 7326    7829      12
 3716    6439      45
 3320    2879      41
 3022    5269      48
 4875    4514      19
 2421    6568      27
 1059     209      36
  923    5901       8
 2882    9598       4
 1025    1690      37
 5205    5401      19
 1644    5298      46
 4522    3688      11
 6143    1185      30
  656    3956       4
 3575    6732      28
 3783    7569       1
 6036    7877      11
 1985    9982      35
   26     221      17
 1779    3189      43
 7076    9834      47
  763    6546      40
 8300     225      14
 8607    3278       6
 5338    7558      13
 9259     610      39
 7135    4720      23
 3468    6104      10
   40    6722      45
 3228    8364      20
 9413    1563      48
 5958    6404      25
 2535    2119      38
 2164    7624      39
 6073    6488      45
 6682    8926      34
 7753    1499      42
 3857    2810      28
 6930    9754      46
 5294    3076      35
 3208    8175      15
 9611     350      29
 1730    9639      39
 5705    3579      25
 8545    9773      38
 7470    4008      11
 5320    1150      44
 8130    1777      47
 4235    2224       5
 3662    2711      34
 1837    2777      29
 8538    2255      38
 4528    4043      49
 8106    1069      30
 4230    3907      34
 8237    9169      30
 9386    7464      50
 7515    3512      21
 6090    3416       2
 8800    6602      39
 1576    1432      50
  183    5822      38
  577    3470      25
 1646    5551       4
 1904    3336       9
 1072    9666      38
 4887    9817      27
 8399    5287      14
 8166    1591      28
 1119    2129      18
 8903    6328      19
 4724    5068      47
 8193    5992      29
 3743    7796       7
 3430    4056       2
 3095    4546       5
 2911    3272      28
 4550    4087      15
 6140    6065      15
 4620     484      30
  947      54      49
 2366    1200       3
 8358    8880      26
 2505    7137      20
 2912    3390      14
 7457    5195      43
 7080     774      38
 1167    4888      48
 3583     104      47
 4066    7134      38
  471    1634       7
 1671    5036       6
 6902    3161      21
 4038    5830      30
 7428    4945      36
 8974    1137      48
 9747     424       6
  987    8974      36
 1090    2072       4
 4575    1310      36
 6208    1518       3
 7595    2673      23
 7107    2546      45
 9288     775      47
 4232    4213      36
 5369    4210      15
 2144    8015      38
 1117    5252      37
 3189    3655      25
 4498    1992      16
 2367     746      41
 1392    9971      50
 3937     865      47
 1063    5013       3
 5275    3199      41
 9484    5163      22
 3851    2453      42
 9102    9489      36
 9109    3863       2
 7452    2030      42
 8198    8420      41
 8168    3722       8
 5384    6618      49
  397    6620      37
 9947    2262      49
 1461    5784      26
 3913    7377      11
 3401    4762      11
 3615    9616      15
 5645    4009      23
  416    2900      26
 4137    4157      23
  754    3157      42
 3726    6093      28
 5987      91      26
 8122    2068      22
 5499    3529      32
 6612    8839      47
 2579    5955      49
 6588    5827      14
 9487    5855      10
 9995    7727      27
 3151     471      14
 5595    8598      19
 2037    3473      44
 4105    4646      33
 7633    7279       4
 6471    3825       4
 2426     124      18
 4604    6389      46
  458    4650      35
 4537    3326      23
 1359    2491      17
 9956    2410      19
 9780    2405      15
 4425    4739       2
 8055    8843       6
 1880    4796      38
 8355    3713      10
 1095    1561      37
 5744    5995      43
 9069    2620      50
 7912    9238      38
 6673    5359      46
 9077    7073       3
 3816     824      32
 9010    8679       8
  157     518      15
  222    8828      46
 8134    5914      50
  480    3956      44
 3099    8808      37
 2337    4547       7
 7695    1645      18
 4767    8697      40
 1943    1881      19
  621    9488      36
 7491    7854      47
 6318    8099       3
 8583    6698      26
 8891    2743       9
 4050    4531      39
 8596    5388      37
  240     507      25
 8937    2299      19
  817    9519      38
 6656    6906      30
 4510    3302       2
 2608    6206      42
 5658    9332      11
 8400    6942      44
 9283    8680      36
 1022    9869      35
 1528    3393      30
  178    4612      22
 6048    3301       8
 2953    7580      26
 2606    5183      33
 8812    3925      44
 4495    1687       4
 1436    8032      11
 6468    3267      12
 6336    2551      44
 9728    6783      15
  691    1254      45
 3991    1013      24
 7922    7940      22
 3105    1522      26
 3381    2318      32
 5067    5721      45
 3099    4781      41
 2717    4944      28
 5268    4390      45
 8402    4856      30
 6007    6850      10
 3371    1726       2
 1310    6297      43
 9183    6524      16
 1500    3005      20
 7220    1001      50
 8352    3491      19
 9648    3769      17
 4037    6865      33
 8892    6297       2
 2094    1808       5
 3819    8009      13
 6467    4553      33
 2990    9019      42
 2347    2940      27
 3347     242      28
 3190    2610      50
 3310    4428       1
 6526    8962      50
 2822    5116      38
 4629    9670      30
 2638    6583      25
 7190    6865      45
 2560    4809      11
 5500    8287       2
 5741    3264      48
 4702    1813      47
 9129    5066      38
 8090    7965      47
 9557    1253      24
 9227    9784      46
 2161    6760      26
 5377    7554      13
 6537    1166       5
 4823    7767      16
 8087    6715      15
 6251    1713       7
 1316    9900      10
 5633    7748      38
 3237    2121      30
 9372    9316      36
 6131    7492      14
   36    4656      24
 1201    5362       3
 8967    4980      39
 5681    3744      12
 3745     953      50
 3644    2862      50
 1391     252      16
 9864    5731      50
 5531    7118      36
 9374    7732       7
 4030    6857      39
 5743    1359      24
  722    8750      24
  818     963      40
 8122    1262      23
  983    4163      17
 7586    8380      11
 9668    8229       3
 6786    1314      16
  869     122      47
 4077    5060      20
 1788      33       1
  537    6206      46
 1499    1346      17
 9112    8518      36
 3274    9434       7
 1654     346      42
 9882    2649      27
 7548    1166      45
 7669    8862      32
 2729    2284       2
 2761    9734      30
 8967    5631      17
 6664    5898       5
 5181    9685       3
  966    5242      16
 7664    4485      40
  312    4961      45
 7829    1457      28
 6691    1090      25
 5326    7943      44
 1411    8873      22
 7042    1589      34
 9291    1194       2
 8975    8648      15
 4216    1566      47
 8700    1405      13
   13    5601      28
 7821    9678      41
 8911    1303      19
 6853    6948      11
 2077    5321      36
 3666    6454      47
 1211    2906      38
 6210    6020      28
 7775    7019       2
 5531    8983      20
 1131    8610      21
 7161    4900      33
 8463    9018       4
 5410    6179      16
  730    8664      20
 3535    8912      47
 6440    6201      14
 8812    6428      26
 5830    1982      37
 4812    8103      12
 9773    2923      44
 4672    4108      27
   41    3113      37
 6219    1028       1
 1235    8499      10
  146    8047      41
 2699    1260      25
 5478    8387      17
 7459    1724      28
 1913    9187       9
 4836    2180      22
 8943    9008      44
 8407    6644      17
 9434    5446       7
 4284    3305      26
 2331    4597      12
 9942    3072       9
 8329    4338       7
   52     767      35
 9238    9377      43
 7769    2798       8
 6777    5991      43
 9772    6559      37
 5218     815      43
 4874    1290      28
 9471    5703      13
 2542     262      43
 3231    7518      35
  349     252      13
 9725    6797      14
 2522    5254       3
 4864    4898      21
 1422    9836      47
 2236    3180      19
 9878    2309      38
 5580    5721      11
 2193    1464      31
 9711    3500      24
 9962    7512       4
 6758    7927       2
 8363    7579      28
 3260    1351      49
 3095    1900      14
 2626    2220      35
 4934    7757      23
  655    8167       2
 8470    4400      33
 1969    3173      26
 5832    1529      36
 3758     232      49
 7688    8660       9
 5390    9608      21
 7289    1772      33
 9508    1708      29
 7264    3880       5
 1783    8633      38
 6182    8966      44
 9354    1491      13
  882      78      31
 1114    8626      12
 9773     284      21
 5732    6657      10
 7503    6289      50
 5563    5367      40
 5794    7071      48
 4427    3709      11
 3392    7352      45
 1234    5817      26
 1311    9897      30
 6288    6161      13
 2924    2533      26
 9580    6593      50
 5868    2394      32
 1234    5483      36
 4657    8080      48
 4717    4293      42
 2068    2287      20
 4236    6463      11
 4133    6344      46
 6645    7106       8
 9177    8982      45
 5769    6981      18
 4514    7064      49
 9997    4650      16
 4428    7797       2
 8720    3090       8
 7359    2809      24
 3821    2271      43
 6516    9318      29
 3621    7675      13
 8954    8672       7
 2287    2591      33
 9350    6090       4
 3999    5455      17
 8148    2406      13
 7589    4013      41
  398    6688      12
 9020    1431      20
 8338     409      42
 6012    9871       7
 4683    2329      30
 3626    7611      33
 9715    5014      21
 1521    3283      21
 3927    1547      21
 4291    7887      20
 7331    5651       9
 8761     772       6
 5521    9714      25
 5391    1522      12
 7719    3303      26
 1681    7686      10
 3047    7058      35
 6329    9428      49
 7875    8501      22
 2114    5720      50
 7764     528      42
 8535    2085      22
 4600    6310      32
 2474    5223       2
 5776    6500      44
 9813    2460      14
 6871    8396      45
 6298    4047      41
 1150    1218      21
 6870    8667      45
 7397    6758      10
 9482    2180      25
 2143    2713      10
 3717    2415      11
  217     210      34
 2676    5724      12
 7423    9270      24
 1469    5862      44
 2686    8782      44
 1352    5928      43
 4462    5188      12
 6641    8562      11
 9353    6823      42
 8119    6036      36
 8329    7721       2
  404    5182      18
 6025    2456      45
 1886    6599      20
 7019    9744      38
 2946    7687      24
 4485    2498      27
 9399    7410      38
 6221    1803      30
 8608    8338      33
 6329    8590       3
 1510    5409      33
  317    1256      36
 3268    4525      12
 3011    9262      47
  697    3037      15
 9547    8164      13
 6956    4103      47
 8759    6683      45
 3448    4967      18
 8389    1369      27
 3798    8804       5
 1405     289      17
 5929    4151      33
 1542    6249      50
  931    5366      11
 5446    7428       9
 9548    3974       7
 2582    6271      13
 7548    1140      23
 5269    4616      22
 4072     773      11
  712    8439       8
 1214    6421      14
 3815    7671      44
 9180    8283      35
 6607    9591      15
 6932    6798      12
 9554    7312      10
  693    2936      43
 1661    2007      41
 2433    9467      11
  871    7076      34
 7291    6089      45
 1313    7382      11
 9595    6569      25
 5538    6685       4
 2335    2247      12
 5998    3708      43
 5285    7750      47
 7291    5692      41
 3110    5254       1
  185    8887      35
 2626    9584       5
 6359    1494      48
 2927    3570      12
 5964    4825       7
 4562    2686      46
 8269    7478      30
 2370    8176      29
 8062    5919      13
 3315    8969       5
 2202    7156      14
 1785    9860       1
 9630    2559      26
 3199    6571      36
 4375    6529      15
 7060    2024      28
  889    6205      39
 9065    6383       9
 4983    8197      28
  303    7301      39
 7458    9515       6
 3670    8265       7
 6228    5992      43
 9150      77      24
 5678    3441      24
 7701    9120      48
 3905    3008       7
 6639    1516      45
 4835    2394      11
 2136    7684      45
 8002    6289      48
 6266    3447       7
 2257    2389      28
 8685    3664       8
 2126    8137       7
 1245    6984      35
  605    9242      37
 8472    2389      44
  865    4599      32
 4901    4496      17
 1189    4695       4
 4636    2351       5
 3376    6381      22
 3392    6638      30
 1528    6044      14
 4864    7480      41
  457    6617      38
 2845    6010      42
 3796    8393      13
 8291    5611      30
 2985    1316      30
 1687    8670      20
 8067    8641       7
 1056    3572      35
 7100     836      26
 4579    6576       5
 7547    9913      18
 9908     206      27
 8301    2619      21
  263    8600      16
 1579    9481       8
  248    1550      44
 5241     959      33
 5164    3743       1
 5999    9918       7
 8927     324       6
 5191    5594      36
 5397    1320      35
 4367    9890      42
 9318    8608      44
 8798    1967       7
 6699    8311      37
 7657    2693      36
 1399    7845      26
 7668    7701      42
 7992    1008      40
 3585    5246      18
 4904    7030       9
 1145    5073       7
 9752    1417      25
 1719    4375      42
 6381    8911      39
 5425      46      39
 3269    2774      46
 7322     665      46
 4681     906      14
 9926      74       7
 6955     784      41
 8380    6890      46
